row_id,timestamp,consensus,node_count,network_latency_ms,tx_throughput_tps,energy_joules_per_min,security_risk_score,vehicle_count,vehicle_count_variability,fault_tolerance_requirement,notes
2997,2026-02-05T01:32:44.502509,PoS,8,133.87,336.27,107431.82,0.3258,95,26.58,0.4108,
2998,2026-02-05T01:32:44.502509,Raft,35,126.78,2364.05,1312451.63,0.2941,95,26.58,0.6146,
2999,2026-02-05T01:32:44.502509,PBFT,15,246.41,1.0,942.03,0.3312,95,26.58,0.7678,
3000,2026-02-05T01:32:44.502509,HotStuff,8,73.51,1.0,376.14,0.2628,95,26.58,0.7635,congestion_event
3001,2026-02-05T01:33:44.502509,PoW,20,492.03,78.36,891204.66,0.1733,76,15.56,0.4031,
3002,2026-02-05T01:33:44.502509,PoS,9,147.99,59.66,28658.31,0.2575,76,15.56,0.4006,
3003,2026-02-05T01:33:44.502509,Raft,35,90.97,1.0,764.32,0.2036,76,15.56,0.5786,
3004,2026-02-05T01:33:44.502509,PBFT,16,347.48,1.0,1012.35,0.2499,76,15.56,0.7559,
3005,2026-02-05T01:33:44.502509,HotStuff,9,77.64,84.86,39759.07,0.2145,76,15.56,0.7566,
3006,2026-02-05T01:34:44.502509,PoW,20,529.85,1.0,9728.14,0.1962,82,14.61,0.4113,
3007,2026-02-05T01:34:44.502509,PoS,10,126.35,534.74,109986.05,0.2537,82,14.61,0.4665,
3008,2026-02-05T01:34:44.502509,Raft,36,64.53,4591.25,2753576.4,0.2103,82,14.61,0.5697,node_leave
3009,2026-02-05T01:34:44.502509,PBFT,16,285.04,71.48,81617.46,0.2595,82,14.61,0.7439,
3010,2026-02-05T01:34:44.502509,HotStuff,9,46.18,195.25,73556.46,0.2045,82,14.61,0.7462,
3011,2026-02-05T01:35:44.502509,PoW,20,412.45,119.02,1109249.05,0.2527,49,27.26,0.4501,
3012,2026-02-05T01:35:44.502509,PoS,10,143.18,489.15,198695.22,0.3216,49,27.26,0.4808,
3013,2026-02-05T01:35:44.502509,Raft,37,69.64,1.0,521.54,0.3145,49,27.26,0.5764,
3014,2026-02-05T01:35:44.502509,PBFT,16,141.02,230.1,215703.83,0.3509,49,27.26,0.7649,
3015,2026-02-05T01:35:44.502509,HotStuff,10,94.54,238.59,121739.05,0.2949,49,27.26,0.7533,
3016,2026-02-05T01:36:44.502509,PoW,21,205.12,246.92,3102813.6,0.242,58,22.49,0.4188,
3017,2026-02-05T01:36:44.502509,PoS,10,160.51,522.41,181669.42,0.2752,58,22.49,0.4331,
3018,2026-02-05T01:36:44.502509,Raft,37,233.05,1.0,372.39,0.2829,58,22.49,0.5866,
3019,2026-02-05T01:36:44.502509,PBFT,16,136.58,152.39,86812.29,0.2881,58,22.49,0.7207,
3020,2026-02-05T01:36:44.502509,HotStuff,10,112.42,1.97,683.76,0.2539,58,22.49,0.7426,
3021,2026-02-05T01:37:44.502509,PoW,22,468.89,1.0,12530.87,0.2215,67,18.41,0.4217,
3022,2026-02-05T01:37:44.502509,PoS,9,176.12,1.0,381.41,0.2795,67,18.41,0.4184,
3023,2026-02-05T01:37:44.502509,Raft,37,152.78,1.0,763.75,0.2933,67,18.41,0.5725,
3024,2026-02-05T01:37:44.502509,PBFT,16,270.54,205.57,187726.73,0.3081,67,18.41,0.7551,
3025,2026-02-05T01:37:44.502509,HotStuff,11,65.45,1.0,497.7,0.2453,67,18.41,0.7376,
3026,2026-02-05T01:38:44.502509,PoW,22,371.23,1.0,14451.74,0.1491,122,7.55,0.3675,
3027,2026-02-05T01:38:44.502509,PoS,9,107.49,1279.54,264982.14,0.1985,122,7.55,0.4121,
3028,2026-02-05T01:38:44.502509,Raft,37,130.39,457.23,259080.64,0.1571,122,7.55,0.5764,
3029,2026-02-05T01:38:44.502509,PBFT,16,309.76,1.0,1003.07,0.2058,122,7.55,0.7348,
3030,2026-02-05T01:38:44.502509,HotStuff,11,107.69,631.79,195621.47,0.1206,122,7.55,0.7482,
3031,2026-02-05T01:39:44.502509,PoW,22,425.84,1.0,11814.3,0.2428,38,20.01,0.4242,
3032,2026-02-05T01:39:44.502509,PoS,8,137.4,394.22,148869.48,0.2663,38,20.01,0.4064,
3033,2026-02-05T01:39:44.502509,Raft,37,127.69,4858.99,2357804.29,0.2854,38,20.01,0.5653,
3034,2026-02-05T01:39:44.502509,PBFT,16,131.77,243.12,195641.65,0.3078,38,20.01,0.7826,
3035,2026-02-05T01:39:44.502509,HotStuff,11,80.8,4225.35,2511505.74,0.2321,38,20.01,0.7306,
3036,2026-02-05T01:40:44.502509,PoW,22,571.17,51.5,752724.7,0.1915,70,15.04,0.4199,
3037,2026-02-05T01:40:44.502509,PoS,8,126.79,1.0,292.62,0.2453,70,15.04,0.4386,
3038,2026-02-05T01:40:44.502509,Raft,38,184.21,4565.04,2834995.57,0.2176,70,15.04,0.5574,
3039,2026-02-05T01:40:44.502509,PBFT,15,70.86,1.0,828.81,0.2877,70,15.04,0.7306,
3040,2026-02-05T01:40:44.502509,HotStuff,12,52.31,1174.34,652046.96,0.2056,70,15.04,0.7523,
3041,2026-02-05T01:41:44.502509,PoW,22,586.71,1.0,13788.75,0.0741,42,2.35,0.3841,
3042,2026-02-05T01:41:44.502509,PoS,8,200.72,1.0,333.28,0.1256,42,2.35,0.3951,
3043,2026-02-05T01:41:44.502509,Raft,38,174.76,710.63,363926.88,0.1037,42,2.35,0.524,
3044,2026-02-05T01:41:44.502509,PBFT,14,429.74,859.22,707268.11,0.1608,42,2.35,0.6844,
3045,2026-02-05T01:41:44.502509,HotStuff,12,17.85,1.0,512.91,0.0943,42,2.35,0.7449,
3046,2026-02-05T01:42:44.502509,PoW,22,466.34,236.63,2702676.04,0.162,101,8.45,0.4159,
3047,2026-02-05T01:42:44.502509,PoS,8,207.91,192.63,78960.31,0.215,101,8.45,0.432,
3048,2026-02-05T01:42:44.502509,Raft,38,13.8,1.0,650.61,0.1785,101,8.45,0.5957,
3049,2026-02-05T01:42:44.502509,PBFT,14,182.43,940.85,666365.28,0.1884,101,8.45,0.7166,
3050,2026-02-05T01:42:44.502509,HotStuff,12,96.39,2573.9,1187365.92,0.1333,101,8.45,0.7157,
3051,2026-02-05T01:43:44.502509,PoW,22,787.78,1.0,14273.32,0.1287,119,8.23,0.3736,
3052,2026-02-05T01:43:44.502509,PoS,8,202.21,1.0,271.01,0.1784,119,8.23,0.404,
3053,2026-02-05T01:43:44.502509,Raft,38,92.82,624.28,244979.0,0.1689,119,8.23,0.6116,
3054,2026-02-05T01:43:44.502509,PBFT,13,290.21,336.21,188242.81,0.2092,119,8.23,0.7384,
3055,2026-02-05T01:43:44.502509,HotStuff,13,78.64,189.88,85239.91,0.1404,119,8.23,0.7516,
3056,2026-02-05T01:44:44.502509,PoW,23,205.53,1.0,10874.58,0.1177,91,4.2,0.4121,
3057,2026-02-05T01:44:44.502509,PoS,7,186.9,1.0,265.66,0.1677,91,4.2,0.4236,
3058,2026-02-05T01:44:44.502509,Raft,38,158.27,1.0,531.26,0.1193,91,4.2,0.5589,
3059,2026-02-05T01:44:44.502509,PBFT,13,225.01,411.42,300792.23,0.1606,91,4.2,0.7323,
3060,2026-02-05T01:44:44.502509,HotStuff,13,54.48,1.0,600.82,0.1263,91,4.2,0.7171,
3061,2026-02-05T01:45:44.502509,PoW,22,324.72,69.98,658393.36,0.1929,45,18.32,0.4232,
3062,2026-02-05T01:45:44.502509,PoS,7,109.67,1137.81,369507.57,0.2749,45,18.32,0.4221,
3063,2026-02-05T01:45:44.502509,Raft,37,54.91,1.0,545.87,0.2458,45,18.32,0.5617,
3064,2026-02-05T01:45:44.502509,PBFT,13,238.21,88.35,77959.16,0.2687,45,18.32,0.7786,
3065,2026-02-05T01:45:44.502509,HotStuff,11,90.72,2456.15,1277053.28,0.207,45,18.32,0.7503,
3066,2026-02-05T01:46:44.502509,PoW,21,687.66,51.51,574390.33,0.0876,95,2.68,0.3458,
3067,2026-02-05T01:46:44.502509,PoS,6,58.01,1.0,316.16,0.1806,95,2.68,0.4168,
3068,2026-02-05T01:46:44.502509,Raft,37,171.82,258.86,191115.53,0.1605,95,2.68,0.5716,
3069,2026-02-05T01:46:44.502509,PBFT,13,131.45,1.0,551.34,0.2107,95,2.68,0.7308,
3070,2026-02-05T01:46:44.502509,HotStuff,11,72.02,1.0,355.72,0.1383,95,2.68,0.7489,
3071,2026-02-05T01:47:44.502509,PoW,21,640.56,35.66,325137.71,0.1326,114,5.51,0.3849,
3072,2026-02-05T01:47:44.502509,PoS,6,107.28,174.58,68002.39,0.1518,114,5.51,0.3953,
3073,2026-02-05T01:47:44.502509,Raft,37,180.4,400.69,252973.75,0.159,114,5.51,0.5678,
3074,2026-02-05T01:47:44.502509,PBFT,13,139.35,248.07,140844.99,0.1767,114,5.51,0.7743,
3075,2026-02-05T01:47:44.502509,HotStuff,10,68.14,217.11,77285.18,0.1111,114,5.51,0.7084,
3076,2026-02-05T01:48:44.502509,PoW,20,532.27,48.26,331988.71,0.2388,29,22.69,0.3957,
3077,2026-02-05T01:48:44.502509,PoS,6,26.81,1001.16,338079.59,0.3317,29,22.69,0.4543,
3078,2026-02-05T01:48:44.502509,Raft,37,164.04,1.0,507.15,0.2539,29,22.69,0.5785,
3079,2026-02-05T01:48:44.502509,PBFT,12,186.22,494.05,424126.8,0.3434,29,22.69,0.7578,
3080,2026-02-05T01:48:44.502509,HotStuff,9,75.55,761.66,373511.92,0.2668,29,22.69,0.7305,
3081,2026-02-05T01:49:44.502509,PoW,21,336.49,56.04,916287.19,0.139,95,8.46,0.401,
3082,2026-02-05T01:49:44.502509,PoS,5,130.87,325.43,138494.33,0.2168,95,8.46,0.3969,
3083,2026-02-05T01:49:44.502509,Raft,37,186.34,1.0,617.07,0.1752,95,8.46,0.5743,
3084,2026-02-05T01:49:44.502509,PBFT,13,141.34,1.0,590.86,0.1892,95,8.46,0.7068,
3085,2026-02-05T01:49:44.502509,HotStuff,10,109.4,1.0,422.91,0.1686,95,8.46,0.7456,
3086,2026-02-05T01:50:44.502509,PoW,21,532.62,1.0,14396.01,0.1503,70,12.75,0.4346,
3087,2026-02-05T01:50:44.502509,PoS,5,122.81,1.0,389.03,0.225,70,12.75,0.3982,
3088,2026-02-05T01:50:44.502509,Raft,37,186.54,3184.67,1846493.29,0.239,70,12.75,0.5911,
3089,2026-02-05T01:50:44.502509,PBFT,13,190.42,1.0,841.9,0.2486,70,12.75,0.7188,
3090,2026-02-05T01:50:44.502509,HotStuff,9,77.25,1.0,234.47,0.1978,70,12.75,0.7371,
3091,2026-02-05T01:51:44.502509,PoW,22,657.22,1.0,10358.82,0.1343,142,6.49,0.4067,
3092,2026-02-05T01:51:44.502509,PoS,6,98.18,1.0,217.18,0.1742,142,6.49,0.4247,
3093,2026-02-05T01:51:44.502509,Raft,37,117.15,3484.61,1330114.6,0.1266,142,6.49,0.5908,
3094,2026-02-05T01:51:44.502509,PBFT,13,129.93,830.41,857918.11,0.1716,142,6.49,0.7378,
3095,2026-02-05T01:51:44.502509,HotStuff,7,42.01,590.62,195313.24,0.1452,142,6.49,0.7611,
3096,2026-02-05T01:52:44.502509,PoW,22,499.59,15.76,218719.46,0.0889,39,4.55,0.4047,
3097,2026-02-05T01:52:44.502509,PoS,6,157.01,551.97,224631.02,0.1564,39,4.55,0.4074,
3098,2026-02-05T01:52:44.502509,Raft,37,222.12,2375.35,1545115.97,0.1624,39,4.55,0.5518,
3099,2026-02-05T01:52:44.502509,PBFT,13,310.17,516.06,492754.1,0.1686,39,4.55,0.7483,
3100,2026-02-05T01:52:44.502509,HotStuff,8,89.33,2264.56,662546.2,0.1711,39,4.55,0.7377,
3101,2026-02-05T01:53:44.502509,PoW,23,822.77,1.0,12578.08,0.1065,93,1.73,0.413,
3102,2026-02-05T01:53:44.502509,PoS,6,182.34,1.0,421.01,0.1063,93,1.73,0.3842,
3103,2026-02-05T01:53:44.502509,Raft,37,136.45,1.0,448.57,0.075,93,1.73,0.5429,
3104,2026-02-05T01:53:44.502509,PBFT,12,242.41,652.33,442023.46,0.1681,93,1.73,0.7334,
3105,2026-02-05T01:53:44.502509,HotStuff,8,134.02,1.0,305.97,0.0801,93,1.73,0.6712,
3106,2026-02-05T01:54:44.502509,PoW,24,348.25,135.45,1900721.4,0.1809,76,13.49,0.3942,
3107,2026-02-05T01:54:44.502509,PoS,6,133.31,639.2,214837.8,0.208,76,13.49,0.3905,
3108,2026-02-05T01:54:44.502509,Raft,38,110.65,3885.13,2387201.52,0.1891,76,13.49,0.5935,
3109,2026-02-05T01:54:44.502509,PBFT,12,148.41,153.57,141111.98,0.2388,76,13.49,0.7394,
3110,2026-02-05T01:54:44.502509,HotStuff,8,42.92,1.0,393.19,0.2141,76,13.49,0.7808,
3111,2026-02-05T01:55:44.502509,PoW,24,362.47,1.0,11231.53,0.227,68,24.13,0.4073,
3112,2026-02-05T01:55:44.502509,PoS,6,127.76,280.74,86545.55,0.2863,68,24.13,0.4734,
3113,2026-02-05T01:55:44.502509,Raft,38,173.96,644.76,325730.4,0.2707,68,24.13,0.5789,
3114,2026-02-05T01:55:44.502509,PBFT,11,146.82,337.06,368799.5,0.3078,68,24.13,0.7689,
3115,2026-02-05T01:55:44.502509,HotStuff,9,75.04,1.0,414.15,0.2719,68,24.13,0.7602,
3116,2026-02-05T01:56:44.502509,PoW,24,604.37,53.6,755253.34,0.1897,92,14.3,0.3772,
3117,2026-02-05T01:56:44.502509,PoS,6,186.13,495.94,141539.36,0.2444,92,14.3,0.4695,
3118,2026-02-05T01:56:44.502509,Raft,38,141.23,1.0,498.62,0.2196,92,14.3,0.5558,
3119,2026-02-05T01:56:44.502509,PBFT,11,181.03,447.02,366171.33,0.2507,92,14.3,0.7063,
3120,2026-02-05T01:56:44.502509,HotStuff,9,126.7,1.0,502.01,0.1883,92,14.3,0.7451,
3121,2026-02-05T01:57:44.502509,PoW,24,416.2,23.5,467479.55,0.1284,68,8.97,0.3544,
3122,2026-02-05T01:57:44.502509,PoS,7,137.72,652.19,243269.96,0.1782,68,8.97,0.4119,
3123,2026-02-05T01:57:44.502509,Raft,39,181.15,1094.21,793606.31,0.1635,68,8.97,0.5602,
3124,2026-02-05T01:57:44.502509,PBFT,11,286.46,402.03,386721.95,0.237,68,8.97,0.7295,
3125,2026-02-05T01:57:44.502509,HotStuff,10,25.12,909.06,455399.2,0.1141,68,8.97,0.7289,
3126,2026-02-05T01:58:44.502509,PoW,25,910.6,1.0,11588.4,0.1001,61,5.42,0.3378,
3127,2026-02-05T01:58:44.502509,PoS,7,134.24,1.0,288.75,0.1739,61,5.42,0.3735,
3128,2026-02-05T01:58:44.502509,Raft,39,177.28,3745.39,2161705.18,0.1184,61,5.42,0.519,
3129,2026-02-05T01:58:44.502509,PBFT,10,260.44,1.0,905.29,0.1922,61,5.42,0.7426,
3130,2026-02-05T01:58:44.502509,HotStuff,10,82.23,817.69,428283.92,0.11,61,5.42,0.7258,
3131,2026-02-05T01:59:44.502509,PoW,26,600.31,26.05,312227.53,0.1489,95,9.17,0.387,
3132,2026-02-05T01:59:44.502509,PoS,7,233.68,169.49,54835.61,0.2113,95,9.17,0.4475,
3133,2026-02-05T01:59:44.502509,Raft,39,98.76,1.0,850.42,0.1803,95,9.17,0.5733,
3134,2026-02-05T01:59:44.502509,PBFT,10,168.86,1274.69,1192679.4,0.23,95,9.17,0.7471,
3135,2026-02-05T01:59:44.502509,HotStuff,10,46.98,1105.04,439622.94,0.1745,95,9.17,0.7303,
3136,2026-02-05T02:00:44.502509,PoW,26,926.44,72.85,905291.42,0.1522,102,10.5,0.4006,
3137,2026-02-05T02:00:44.502509,PoS,6,126.21,95.37,31763.24,0.2186,102,10.5,0.4278,
3138,2026-02-05T02:00:44.502509,Raft,39,142.15,1.0,699.88,0.1677,102,10.5,0.587,
3139,2026-02-05T02:00:44.502509,PBFT,10,169.77,1.0,649.62,0.1927,102,10.5,0.7484,
3140,2026-02-05T02:00:44.502509,HotStuff,10,93.29,865.46,493761.38,0.1503,102,10.5,0.7461,
3141,2026-02-05T02:01:44.502509,PoW,27,578.31,1.0,9538.71,0.1423,119,7.05,0.3567,
3142,2026-02-05T02:01:44.502509,PoS,5,144.38,37.14,12095.45,0.1965,119,7.05,0.3702,
3143,2026-02-05T02:01:44.502509,Raft,39,91.61,1090.13,623502.09,0.1504,119,7.05,0.6154,
3144,2026-02-05T02:01:44.502509,PBFT,10,312.18,168.95,143927.7,0.1814,119,7.05,0.7739,
3145,2026-02-05T02:01:44.502509,HotStuff,12,112.39,820.91,505454.64,0.1416,119,7.05,0.7123,
3146,2026-02-05T02:02:44.502509,PoW,27,534.12,91.56,1313616.66,0.1029,112,7.4,0.3867,
3147,2026-02-05T02:02:44.502509,PoS,5,91.84,730.48,252041.71,0.1686,112,7.4,0.3908,
3148,2026-02-05T02:02:44.502509,Raft,40,177.83,42.84,19506.81,0.1494,112,7.4,0.5851,
3149,2026-02-05T02:02:44.502509,PBFT,10,64.32,1.0,666.41,0.1914,112,7.4,0.7389,
3150,2026-02-05T02:02:44.502509,HotStuff,12,120.68,10.19,4877.04,0.1784,112,7.4,0.7487,
3151,2026-02-05T02:03:44.502509,PoW,27,487.11,309.92,4242700.44,0.0763,51,1.36,0.378,
3152,2026-02-05T02:03:44.502509,PoS,6,130.61,1.0,401.1,0.1691,51,1.36,0.4249,
3153,2026-02-05T02:03:44.502509,Raft,39,208.24,3760.85,1924105.02,0.1168,51,1.36,0.5423,
3154,2026-02-05T02:03:44.502509,PBFT,11,5.0,1.0,697.0,0.2038,51,1.36,0.7521,
3155,2026-02-05T02:03:44.502509,HotStuff,12,141.29,1837.51,752834.15,0.0567,51,1.36,0.6957,
3156,2026-02-05T02:04:44.502509,PoW,27,784.4,161.69,2671117.67,0.0865,28,1.48,0.3805,
3157,2026-02-05T02:04:44.502509,PoS,6,109.65,637.44,186783.24,0.1411,28,1.48,0.354,
3158,2026-02-05T02:04:44.502509,Raft,38,113.48,7319.06,4051850.76,0.085,28,1.48,0.5328,
3159,2026-02-05T02:04:44.502509,PBFT,12,189.9,1.0,756.61,0.1308,28,1.48,0.7106,
3160,2026-02-05T02:04:44.502509,HotStuff,13,102.36,1.0,417.1,0.1165,28,1.48,0.7176,
3161,2026-02-05T02:05:44.502509,PoW,27,491.28,1.0,14198.43,0.2147,89,23.57,0.4157,
3162,2026-02-05T02:05:44.502509,PoS,6,55.58,1.0,368.93,0.318,89,23.57,0.4633,
3163,2026-02-05T02:05:44.502509,Raft,38,186.9,3248.5,1486066.45,0.3007,89,23.57,0.5896,
3164,2026-02-05T02:05:44.502509,PBFT,11,252.68,640.95,458406.67,0.3056,89,23.57,0.7648,
3165,2026-02-05T02:05:44.502509,HotStuff,13,149.82,2715.39,1433531.59,0.2746,89,23.57,0.767,
3166,2026-02-05T02:06:44.502509,PoW,26,701.42,1.0,8127.61,0.2606,126,24.83,0.4373,
3167,2026-02-05T02:06:44.502509,PoS,6,126.01,613.17,213872.21,0.2988,126,24.83,0.4594,
3168,2026-02-05T02:06:44.502509,Raft,37,148.08,2590.39,1341005.98,0.3091,126,24.83,0.6337,
3169,2026-02-05T02:06:44.502509,PBFT,12,222.79,451.35,303276.28,0.3337,126,24.83,0.7886,
3170,2026-02-05T02:06:44.502509,HotStuff,13,134.23,552.0,298773.39,0.2632,126,24.83,0.7557,network_partition
3171,2026-02-05T02:07:44.502509,PoW,27,510.17,27.48,389939.02,0.1104,172,1.39,0.4074,
3172,2026-02-05T02:07:44.502509,PoS,7,128.75,573.02,296798.13,0.1409,172,1.39,0.3979,
3173,2026-02-05T02:07:44.502509,Raft,37,130.54,1.0,413.7,0.0999,172,1.39,0.5792,
3174,2026-02-05T02:07:44.502509,PBFT,11,121.54,716.17,426940.39,0.1855,172,1.39,0.7369,
3175,2026-02-05T02:07:44.502509,HotStuff,13,78.4,1.0,376.65,0.098,172,1.39,0.7835,
3176,2026-02-05T02:08:44.502509,PoW,28,972.64,68.45,1300527.37,0.157,72,12.88,0.4144,
3177,2026-02-05T02:08:44.502509,PoS,7,116.03,187.0,23066.98,0.2125,72,12.88,0.395,
3178,2026-02-05T02:08:44.502509,Raft,37,150.42,1953.48,1094939.09,0.1562,72,12.88,0.586,
3179,2026-02-05T02:08:44.502509,PBFT,11,143.05,471.96,416228.39,0.2455,72,12.88,0.7737,
3180,2026-02-05T02:08:44.502509,HotStuff,13,79.62,1509.86,1023052.15,0.2062,72,12.88,0.7694,
3181,2026-02-05T02:09:44.502509,PoW,27,387.66,1.0,13029.54,0.0521,91,1.6,0.3639,
3182,2026-02-05T02:09:44.502509,PoS,6,105.13,613.66,235843.6,0.1265,91,1.6,0.3761,
3183,2026-02-05T02:09:44.502509,Raft,37,144.11,3184.79,1574408.98,0.0944,91,1.6,0.5755,
3184,2026-02-05T02:09:44.502509,PBFT,12,280.71,489.01,412233.62,0.16,91,1.6,0.6876,
3185,2026-02-05T02:09:44.502509,HotStuff,14,39.33,1.0,749.43,0.1155,91,1.6,0.701,
3186,2026-02-05T02:10:44.502509,PoW,26,565.53,309.37,3531489.2,0.2587,146,23.42,0.4261,
3187,2026-02-05T02:10:44.502509,PoS,7,133.76,430.06,116649.36,0.3185,146,23.42,0.4795,
3188,2026-02-05T02:10:44.502509,Raft,37,114.05,1022.77,619496.85,0.3089,146,23.42,0.5982,
3189,2026-02-05T02:10:44.502509,PBFT,12,303.85,86.53,67374.47,0.3197,146,23.42,0.8001,
3190,2026-02-05T02:10:44.502509,HotStuff,14,77.26,3462.77,2395386.74,0.2669,146,23.42,0.7857,
3191,2026-02-05T02:11:44.502509,PoW,26,265.22,1.0,15357.6,0.1431,92,8.13,0.3869,
3192,2026-02-05T02:11:44.502509,PoS,7,176.98,1.0,166.81,0.1674,92,8.13,0.3885,
3193,2026-02-05T02:11:44.502509,Raft,37,90.92,1.0,382.44,0.1578,92,8.13,0.5433,
3194,2026-02-05T02:11:44.502509,PBFT,13,141.99,1.0,932.07,0.2158,92,8.13,0.6941,
3195,2026-02-05T02:11:44.502509,HotStuff,14,38.76,47.12,16408.99,0.1855,92,8.13,0.7446,
3196,2026-02-05T02:12:44.502509,PoW,26,627.84,1.0,14882.84,0.0961,113,1.0,0.3961,
3197,2026-02-05T02:12:44.502509,PoS,6,104.51,499.48,271502.0,0.1418,113,1.0,0.4164,
3198,2026-02-05T02:12:44.502509,Raft,37,181.34,1.0,468.92,0.1111,113,1.0,0.5388,
3199,2026-02-05T02:12:44.502509,PBFT,13,227.19,220.34,191767.63,0.1414,113,1.0,0.732,
3200,2026-02-05T02:12:44.502509,HotStuff,13,32.32,1.0,490.69,0.1062,113,1.0,0.732,
3201,2026-02-05T02:13:44.502509,PoW,26,429.02,54.94,666875.88,0.2026,85,15.53,0.4264,
3202,2026-02-05T02:13:44.502509,PoS,6,134.59,1.0,369.87,0.2264,85,15.53,0.4162,
3203,2026-02-05T02:13:44.502509,Raft,37,167.07,2461.01,1100623.67,0.2396,85,15.53,0.589,
3204,2026-02-05T02:13:44.502509,PBFT,13,331.19,165.34,139577.32,0.2419,85,15.53,0.7433,
3205,2026-02-05T02:13:44.502509,HotStuff,13,211.74,266.22,155884.45,0.2256,85,15.53,0.7308,
3206,2026-02-05T02:14:44.502509,PoW,26,595.89,1.0,14126.04,0.1916,71,17.44,0.4094,
3207,2026-02-05T02:14:44.502509,PoS,5,111.78,1092.28,384307.82,0.2623,71,17.44,0.4459,
3208,2026-02-05T02:14:44.502509,Raft,37,148.46,4276.92,2530121.4,0.2372,71,17.44,0.5905,
3209,2026-02-05T02:14:44.502509,PBFT,14,226.81,417.87,321671.09,0.2535,71,17.44,0.7868,
3210,2026-02-05T02:14:44.502509,HotStuff,13,10.99,1.0,277.81,0.1903,71,17.44,0.7358,
3211,2026-02-05T02:15:44.502509,PoW,25,950.01,15.03,167400.01,0.1167,81,7.21,0.3887,
3212,2026-02-05T02:15:44.502509,PoS,6,98.76,785.63,226657.0,0.2078,81,7.21,0.4564,
3213,2026-02-05T02:15:44.502509,Raft,36,115.82,588.81,331997.35,0.1543,81,7.21,0.5417,
3214,2026-02-05T02:15:44.502509,PBFT,14,250.62,136.78,100579.0,0.2,81,7.21,0.7207,
3215,2026-02-05T02:15:44.502509,HotStuff,12,78.56,1.0,541.86,0.143,81,7.21,0.7289,
3216,2026-02-05T02:16:44.502509,PoW,25,779.51,1.0,15388.83,0.1458,109,11.99,0.3878,
3217,2026-02-05T02:16:44.502509,PoS,6,143.56,18.55,5902.53,0.2377,109,11.99,0.4509,
3218,2026-02-05T02:16:44.502509,Raft,37,106.18,3376.01,1763227.97,0.2013,109,11.99,0.6095,
3219,2026-02-05T02:16:44.502509,PBFT,14,319.24,1.0,885.0,0.2312,109,11.99,0.7762,
3220,2026-02-05T02:16:44.502509,HotStuff,12,53.36,1548.98,549301.67,0.1469,109,11.99,0.7418,
3221,2026-02-05T02:17:44.502509,PoW,26,577.97,1.0,8918.42,0.1462,50,12.98,0.3933,
3222,2026-02-05T02:17:44.502509,PoS,6,164.22,1.0,224.95,0.191,50,12.98,0.3807,
3223,2026-02-05T02:17:44.502509,Raft,38,207.96,1.0,382.34,0.2029,50,12.98,0.572,
3224,2026-02-05T02:17:44.502509,PBFT,14,202.85,1.0,1085.42,0.2391,50,12.98,0.7391,
3225,2026-02-05T02:17:44.502509,HotStuff,13,116.2,1.0,408.21,0.2026,50,12.98,0.715,
3226,2026-02-05T02:18:44.502509,PoW,26,744.08,131.52,2605648.65,0.1201,79,14.32,0.3762,
3227,2026-02-05T02:18:44.502509,PoS,5,107.06,1.0,318.17,0.2318,79,14.32,0.4098,
3228,2026-02-05T02:18:44.502509,Raft,37,130.66,1038.68,626451.88,0.2074,79,14.32,0.5393,
3229,2026-02-05T02:18:44.502509,PBFT,14,311.53,1.0,912.71,0.2545,79,14.32,0.7525,
3230,2026-02-05T02:18:44.502509,HotStuff,13,19.91,4562.56,2241705.6,0.2114,79,14.32,0.7515,
3231,2026-02-05T02:19:44.502509,PoW,26,451.4,125.13,1177399.56,0.3042,99,39.51,0.4181,
3232,2026-02-05T02:19:44.502509,PoS,6,214.19,323.93,59894.86,0.4302,99,39.51,0.4745,
3233,2026-02-05T02:19:44.502509,Raft,38,126.89,1.0,547.3,0.3993,99,39.51,0.6248,
3234,2026-02-05T02:19:44.502509,PBFT,15,226.4,11.37,8449.68,0.4494,99,39.51,0.827,
3235,2026-02-05T02:19:44.502509,HotStuff,13,30.63,92.83,49784.55,0.4,99,39.51,0.8173,
3236,2026-02-05T02:20:44.502509,PoW,27,776.67,28.41,366411.15,0.1599,92,14.27,0.364,
3237,2026-02-05T02:20:44.502509,PoS,5,169.83,94.1,41208.21,0.2374,92,14.27,0.4265,
3238,2026-02-05T02:20:44.502509,Raft,38,58.3,1.0,358.1,0.2226,92,14.27,0.5802,
3239,2026-02-05T02:20:44.502509,PBFT,15,312.4,1.0,881.43,0.2545,92,14.27,0.7748,
3240,2026-02-05T02:20:44.502509,HotStuff,13,140.48,1174.17,751139.23,0.1955,92,14.27,0.7389,
3241,2026-02-05T02:21:44.502509,PoW,27,804.99,3.79,51894.54,0.0758,131,2.99,0.3819,
3242,2026-02-05T02:21:44.502509,PoS,6,185.35,1.0,362.15,0.1641,131,2.99,0.4286,
3243,2026-02-05T02:21:44.502509,Raft,37,69.55,1787.56,855417.96,0.103,131,2.99,0.5709,
3244,2026-02-05T02:21:44.502509,PBFT,15,198.8,789.51,599117.09,0.1711,131,2.99,0.753,
3245,2026-02-05T02:21:44.502509,HotStuff,14,23.04,2231.8,980601.03,0.0961,131,2.99,0.6749,
3246,2026-02-05T02:22:44.502509,PoW,27,471.89,1.0,20700.91,0.0998,137,5.34,0.4087,
